CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,LAT,LON
41302033,RIPOSO 72,MANHATTAN,50,WEST   72 STREET,10023,2127994140,Italian,09/25/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,9,A,09/25/2014,04/09/2018,Cycle Inspection / Initial Inspection,40.7770249,-73.97845749999999
41568640,"HOT POT UNDER DE' TREE",MANHATTAN,2839,FREDERICK DOUGLAS BOULEVARD,10039,2122343505,Caribbean,11/07/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,43,,,04/09/2018,Cycle Inspection / Initial Inspection,40.826944,-73.93917379999999
50002563,BLUESTONE LANE COFFEE,MANHATTAN,30,BROAD,10004,6466843771,CafÃ©/Coffee/Tea,04/25/2016,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,24,,,04/09/2018,Cycle Inspection / Initial Inspection,40.706108,-74.011544
40399911,"LENNY'S PIZZA",BROOKLYN,1969,86 STREET,11214,7189461292,Pizza,07/11/2016,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,11,A,07/11/2016,04/09/2018,Cycle Inspection / Initial Inspection,40.6050777,-73.99857829999999
40922818,EL TAPATIO MEXICAN RESTAURANT,MANHATTAN,209,EAST  116 STREET,10029,2128763055,Mexican,09/20/2016,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,04/09/2018,Trans Fat / Re-inspection,40.797916,-73.93917379999999
41047105,"LIBRETTO'S PIZZERIA",MANHATTAN,546,3 AVENUE,10016,2122136445,American,07/31/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7473259,-73.9773326
41105300,"DUNKIN' DONUTS, BASKIN ROBBINS",BROOKLYN,1710,EASTERN PARKWAY,11233,6463548755,American,11/09/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,11/09/2016,04/09/2018,Cycle Inspection / Re-inspection,40.6726132,-73.9114799
50002875,TACOS CALIFORNIA RESTAURANT,BROOKLYN,4616,5TH AVE,11220,7184391661,Mexican,11/05/2015,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,Hot food item not held at or above 140Âº F.,Critical,84,,,04/09/2018,Cycle Inspection / Re-inspection,40.647124,-74.0085404
41164643,YOGI RESTAURANT,QUEENS,10826,GUY R BREWER BOULEVARD,11433,7182629352,Caribbean,08/19/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23,,,04/09/2018,Cycle Inspection / Initial Inspection,40.6958075,-73.7909337
50034310,MELT BAKERY,MANHATTAN,NKN,HIGH LINE PK W 15TH ST,10011,6465356358,"Ice Cream, Gelato, Yogurt, Ices",05/04/2016,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,,,,04/09/2018,Administrative Miscellaneous / Initial Inspection,40.7479925,-74.0047649
41686481,OREGANO,BROOKLYN,102,BERRY STREET,11249,7185995988,Italian,03/17/2017,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,11,A,03/17/2017,04/09/2018,Cycle Inspection / Re-inspection,40.7192265,-73.9587164
41252771,CASELLULA CHEESE & WINE CAFE,MANHATTAN,401,WEST   52 STREET,10019,2122478137,American,10/23/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,10/23/2015,04/09/2018,Cycle Inspection / Initial Inspection,40.7649675,-73.9882477
40868161,NEW CROWN CHICKEN & BISCUIT,BROOKLYN,507,PENNSYLVANIA AVENUE,11207,7185667469,Chicken,02/11/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,02/11/2016,04/09/2018,Cycle Inspection / Re-inspection,40.6649645,-73.8938879
40997119,CITIGROUP CONFERENCE DINING,MANHATTAN,388,GREENWICH STREET,10013,2128163202,American,01/17/2018,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,7,A,01/17/2018,04/09/2018,Cycle Inspection / Re-inspection,40.7206751,-74.01114559999999
41072750,CUCINA BENE PIZZERIA,MANHATTAN,41,EXCHANGE PLACE,10005,2126350345,Pizza,10/02/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,10/02/2015,04/09/2018,Cycle Inspection / Initial Inspection,40.705987,-74.010097
41225392,"BAYARD'S ALEHOUSE",MANHATTAN,533,HUDSON STREET,10014,2129890313,American,09/25/2017,Violations were cited in the following area(s).,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,13,A,09/25/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.7343379,-74.0064028
41577737,COULEUR CAFE,BROOKLYN,435,7 AVENUE,11215,7187886600,CafÃ©/Coffee/Tea,03/02/2015,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,37,,,04/09/2018,Cycle Inspection / Initial Inspection,40.66330600000001,-73.9841644
50045072,EL VALLE RESTAURANTE,BRONX,3452,BOSTON RD,10469,7186551771,Spanish,02/10/2016,Violations were cited in the following area(s).,04M,"Live roaches present in facility's food and/or non-food areas.",Critical,13,A,02/10/2016,04/09/2018,Pre-permit (Operational) / Initial Inspection,40.8761195,-73.84833789999999
41476127,TERROIR TRIBECA,MANHATTAN,24,HARRISON STREET,10013,2126259463,Italian,06/09/2017,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,12,A,06/09/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.7189065,-74.00997500000001
41705761,FRESH & CO,MANHATTAN,729,BROADWAY,10003,2124737374,Sandwiches/Salads/Mixed Buffet,06/07/2017,Violations were cited in the following area(s).,16C,"Caloric content not posted on menus, menu boards or food tags, in a food service establishment that is 1 of 15 or more outlets operating the same type of business nationally under common ownership or control, or as a franchise or doing business under the same name, for each menu item that is served in portions, the size and content of which are standardized.",Not Critical,,,,04/09/2018,Calorie Posting / Initial Inspection,40.729793,-73.9933933
40366230,DON PEPPE,QUEENS,13558,LEFFERTS BOULEVARD,11420,7188457587,Italian,07/28/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,14,,,04/09/2018,Cycle Inspection / Initial Inspection,40.6689436,-73.8216429
41467627,DUMBO KITCHEN,BROOKLYN,108,JAY STREET,11201,7187971695,American,08/12/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,08/12/2016,04/09/2018,Cycle Inspection / Re-inspection,40.7017287,-73.9869552
50046232,PANINI CAFE,MANHATTAN,589,1ST AVE,10016,2122139199,Delicatessen,06/19/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,20,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7436397,-73.9739349
50051998,HUA XIA RESTAURANT,MANHATTAN,49,DIVISION ST,10002,2129651926,Chinese,01/29/2018,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,41,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7140303,-73.9951925
41148780,"DOMINO'S",BROOKLYN,3514,NOSTRAND AVENUE,11229,7187693111,Pizza,05/05/2016,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,31,C,05/05/2016,04/09/2018,Cycle Inspection / Re-inspection,40.5984844,-73.94174199999999
40739412,"APPLEBEE'S",MANHATTAN,234,WEST   42 STREET,10036,2123917414,American,06/09/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,06/09/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.7564269,-73.9888338
50010991,"MOM'S MIDTOWN",MANHATTAN,701,9TH AVE,10019,6466570080,American,04/04/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,45,,,04/09/2018,Cycle Inspection / Initial Inspection,40.762466,-73.990082
50043757,"LIN'S GARDEN RESTAURANT",BRONX,1506,BRONXDALE AVE,10462,7188226888,Asian,10/26/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,16,,,04/09/2018,Cycle Inspection / Initial Inspection,40.8427071,-73.8537226
50004097,"MITCHELL'S KITCHEN",BROOKLYN,261,PATCHEN AVE,11233,3473651243,Caribbean,09/01/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,16,B,09/01/2016,04/09/2018,Cycle Inspection / Re-inspection,40.6820817,-73.92569230000001
40395554,COUNTRY DONUTS,STATEN ISLAND,3235,RICHMOND AVENUE,10312,7189677111,Donuts,04/14/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,04/14/2016,04/09/2018,Cycle Inspection / Re-inspection,40.5604033,-74.1688867
50036849,ENERGY FUEL,BROOKLYN,9522,4TH AVE,11209,7184918686,Sandwiches,09/26/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,,,04/09/2018,Cycle Inspection / Initial Inspection,40.6155636,-74.03155509999999
50019041,COUNTRY SPICE,BROOKLYN,884,RUTLAND RD,11203,3479322607,Caribbean,12/20/2016,Violations were cited in the following area(s).,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,10,A,12/20/2016,04/09/2018,Cycle Inspection / Initial Inspection,40.6604238,-73.93008069999999
40739276,LATIN AMERICAN RESTAURANT,MANHATTAN,29,WEST   26 STREET,10010,2126892570,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",08/16/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,35,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7444155,-73.99000459999999
41653831,THE PARK VIEW,MANHATTAN,219,DYCKMAN STREET,10034,3478658750,American,05/27/2015,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,21,B,05/27/2015,04/09/2018,Cycle Inspection / Re-inspection,40.8657639,-73.9272682
41651810,RIBALTA,MANHATTAN,48,EAST   12 STREET,10003,2127777781,Italian,03/28/2018,Violations were cited in the following area(s).,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,13,A,03/28/2018,04/09/2018,Cycle Inspection / Initial Inspection,40.7332675,-73.9916243
50060422,ELIAS CINCO DE MAYO,MANHATTAN,144,W 37TH ST,10018,2129120044,Mexican,05/25/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9,A,05/25/2017,04/09/2018,Pre-permit (Operational) / Initial Inspection,40.7524546,-73.988719
41642251,LITTLE CAESARS,BRONX,15,EAST  167 STREET,10452,7189929000,Pizza,12/06/2017,Violations were cited in the following area(s).,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,12,,,04/09/2018,Cycle Inspection / Initial Inspection,40.8360302,-73.92146199999999
50008551,SAINT VITUS,BROOKLYN,1120,MANHATTAN AVE,11222,9173310331,American,04/04/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,25,Z,04/04/2018,04/09/2018,Cycle Inspection / Re-inspection,40.7367696,-73.9552005
50016001,LUCKY PIZZERIA & CAFE,QUEENS,2710,QUEENS PLZ S,11101,7187849897,American,03/23/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,23,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7499596,-73.9396089
