CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,LAT,LON
40560896,YAKITORI TAISHO,MANHATTAN,5,ST MARKS PLACE,10003,2122285086,Japanese,01/09/2015,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,40.731578,-74.006899
40381720,MISS LILY'S 7A,MANHATTAN,109,AVENUE A,10009,2128121482,Caribbean,01/09/2015,''''Wash hands sign not posted at hand wash facility.,Not Critical,29,40.7484222,-73.9524379
40611479,JOE'S OF AVE U,BROOKLYN,287,AVENUE U,11223,7184494285,Italian,01/09/2015,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,7,40.7563057,-73.9818892
40706408,BLACK AND WHITE,MANHATTAN,86,EAST 10 STREET,10003,2122530246,American,01/09/2015,''''Wash hands sign not posted at hand wash facility.,Not Critical,20,40.7961844,-73.9710304
40706408,BLACK AND WHITE,MANHATTAN,86,EAST 10 STREET,10003,2122530246,American,01/09/2015,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,20,40.7961844,-73.9710304
40570634,AN BEAL BOCHT CAFE,BRONX,445,WEST  238 STREET,10463,7188847127,American,01/10/2015,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,36,40.5999589,-73.9610188
40721083,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,MANHATTAN,121,WEST  125 STREET,10027,2126637451,Caribbean,01/10/2015,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,17,40.6559181,-73.9503673
40376495,MARCO POLO RISTORANTE,BROOKLYN,345,COURT STREET,11231,7188525015,Italian,01/10/2015,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,40.6821923,-73.9957245
40370916,BURGER KING,QUEENS,25810,HILLSIDE AVENUE,11004,7183476880,Hamburgers,01/10/2015,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,22,40.7368427,-73.7094204
40570634,AN BEAL BOCHT CAFE,BRONX,445,WEST  238 STREET,10463,7188847127,American,01/10/2015,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,36,40.7369985,-73.9907851
40380253,RIVERDALE DINER,BRONX,3657,KINGSBRIDGE AVENUE,10463,7188846050,American,01/10/2015,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,11,40.757518,-73.9703146
40400976,IRISH PUNT,MANHATTAN,40,EXCHANGE PLACE,10005,2124227868,Irish,01/12/2015,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,40.7244832,-74.0032725
40560949,CORT THEATRE,MANHATTAN,138,WEST   48 STREET,10036,2125867610,American,01/12/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,40.741938,-73.868028
40739444,DUNKIN' DONUTS,QUEENS,5602,METROPOLITAN AVENUE,11385,7183813200,Donuts,01/12/2015,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,21,40.747624,-73.885957
40423510,ALIOTTA BAKE SHOP,BROOKLYN,4522,AVENUE N,11234,7182524888,Bakery,01/12/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,40.7544774,-73.9632744
40398138,PADDY QUINNS,QUEENS,4207,162 STREET,11358,7183599820,American,01/12/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,25,40.7936207,-73.9721442
40715642,THE BENNETT,MANHATTAN,134,WEST BROADWAY,10013,2129029671,Continental,02/02/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,40.7195166,-73.9965698
40589546,EL CHIVITO D'ORO III,QUEENS,8402,37 AVENUE,11372,7184240600,Spanish,02/02/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,40.7288609,-74.0001048
40589546,EL CHIVITO D'ORO III,QUEENS,8402,37 AVENUE,11372,7184240600,Spanish,02/02/2015,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,40.7495267,-73.8638743
40596246,GYRO KING,BRONX,2450,WALTON AVENUE,10468,7189336664,Greek,02/02/2015,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,40.769296,-73.982394
40660816,BURGER KING,QUEENS,3920,MAIN STREET,11354,7183218120,Hamburgers,02/03/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24,40.7445402,-73.850749
40364744,NEW PARK PIZZERIA & RESTAURANT,QUEENS,156-71,CROSSBAY BOULEVARD,11414,7186413082,Pizza/Italian,02/04/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,40.6627285,-73.8404131
40382652,TOMMY'S PIZZA,BRONX,4033,EAST TREMONT AVENUE,10465,7188292828,Pizza,02/04/2015,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,9,40.7589866,-73.9627516
40564078,AU BON PAIN,BROOKLYN,70,MYRTLE AVENUE,11201,7186249598,Sandwiches/Salads/Mixed Buffet,02/06/2015,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,12,40.752646,-73.993338
40534067,BURGER KING,QUEENS,3707,82 STREET,11372,7185077366,Hamburgers,02/06/2015,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,36,40.7623631,-73.9976257
40599302,GOLDEN HORSE CHINESE REST,BROOKLYN,792,NEW LOTS AVE,11208,7186491809,Chinese,02/06/2015,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,40.7639461,-73.9820893
40392834,EL CANTINERO,MANHATTAN,86,UNIVERSITY PLACE,10003,2122559378,Mexican,02/07/2015,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,41,40.802516,-73.9673998
40380996,SMILING PIZZA,BROOKLYN,323,7 AVENUE,11215,7187882137,Pizza,02/09/2015,Hot food item not held at or above 140Âº F.,Critical,19,40.6779037,-73.9726981
40400149,CHINA GLATT,BROOKLYN,4413,13 AVENUE,11219,7184382576,Jewish/Kosher,02/09/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,4,40.7078458,-73.8182425
40690910,CHECKERS,BRONX,344,BAYCHESTER AVENUE,10475,7183204764,Hamburgers,02/09/2015,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,40.748313,-73.975872
40550770,NIGHT LIGHT CAFE,BROOKLYN,1657,SHEEPSHEAD BAY ROAD,11235,7183680280,American,02/09/2015,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,40.766832,-73.9217386
40400799,FORDHAM FRIED CHICKEN & SEA FOOD,BRONX,161,EAST  188 STREET,10468,7183647227,Chicken,02/10/2015,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,40.637358,-73.9892241
40594677,KABOOZ'S BAR & GRILLE,MANHATTAN,0,AMTRAK LEVEL,10001,2127600848,American,02/10/2015,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,9,40.6606939,-73.9804777
40700664,PHO BANG RESTAURANT,MANHATTAN,157,MOTT STREET,10013,2129663797,Vietnamese/Cambodian/Malaysia,02/10/2015,Food contact surface not properly maintained.,Not Critical,23,40.7587309,-73.9740443
40539007,MUSTANG HARRY'S,MANHATTAN,352,SEVENTH AVENUE,10001,2122688930,American,02/11/2015,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,15,40.6188842,-74.0214858
40386837,WHITE CASTLE,BROOKLYN,3101,ATLANTIC AVENUE,11208,7188276057,Hamburgers,02/11/2015,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12,40.7300989,-73.9999854
40676884,NEW DYKER RESTAURANT,BROOKLYN,8505,18 AVENUE,11214,7182341435,American,02/11/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,40.7442018,-73.983656
40386837,WHITE CASTLE,BROOKLYN,3101,ATLANTIC AVENUE,11208,7188276057,Hamburgers,02/11/2015,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,40.7868513,-73.8075825
40386837,WHITE CASTLE,BROOKLYN,3101,ATLANTIC AVENUE,11208,7188276057,Hamburgers,02/11/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,40.7868513,-73.8075825
40367749,LENNY'S CLAM BAR/NANA'S BREAKFAST,QUEENS,16103,CROSSBAY BOULEVARD,11414,7188455100,Seafood,02/12/2015,Thawing procedures improper.,Not Critical,18,40.6556945,-73.8385532
40370917,BURGER KING,BROOKLYN,9006,CHURCH AVENUE,11236,7184985574,Hamburgers,02/12/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,40.7368427,-73.7094204
40512172,THE ASTORIA WORLD MANOR,QUEENS,2522,_ASTORIA BOULEVARD,11102,7182787766,American,02/12/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24,40.750568,-73.993519
40561796,CAFE BAR,QUEENS,3290,36 STREET,11106,7182045273,Mediterranean,02/12/2015,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,46,40.7547123,-73.9848899
40560074,M & M BAR & GRILL,MANHATTAN,1218,ST NICHOLAS AVENUE,10032,3472945121,American,02/12/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,40.780034,-73.8020864
40591607,PUMPS EXOTIC BAR,BROOKLYN,1077,GRAND STREET,11211,7185992474,American,03/01/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,40.7341286,-73.9519581
40396246,LANGANS BAR & RESTAURANT,MANHATTAN,150,WEST   47 STREET,10036,2128695482,Irish,03/02/2015,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,40.6797863,-73.8404387
40569633,BOCCA DI BACCO,MANHATTAN,635,NINTH AVENUE,10036,2122622525,Italian,03/02/2015,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,7,40.7262992,-73.9836104
40398561,TOM AND JERRY BAR,MANHATTAN,288,ELIZABETH STREET,10012,2122605045,American,03/02/2015,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22,40.746129,-73.8897997
40563475,MAMOUN FALAFEL,MANHATTAN,119,MACDOUGAL STREET,10012,2126748685,Middle Eastern,03/02/2015,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,29,40.7684256,-73.9874565
